Source,Target,Sentiment
2,0,11.197577171796079
5,15,10.57627621940533
11,15,8.001093823142316
0,6,7.232983579066865
2,10,6.485130468244746
3,4,6.197600686350686
1,13,6.147089313238246
11,5,5.574260001372401
20,45,5.554798363964187
0,10,5.294395030593252
17,14,4.991696222594054
16,4,4.947921124361701
7,19,4.753746196891357
21,22,4.407945105932909
9,42,4.247850667850668
1,4,4.149174570562271
4,29,3.6491377521849215
3,16,3.563667187264508
6,10,3.5324101552625624
12,54,3.520078359979957
39,21,3.4065322630624526
7,50,3.402154771535472
68,66,3.227428161041589
40,30,3.1772928430203433
9,1,3.0456147703647702
12,46,2.96473066404996
18,29,2.9230577536498585
0,55,2.8972196662290135
28,57,2.8592691312342176
13,4,2.78608962018573
35,43,2.755890409779739
4,15,2.695548519840716
24,58,2.6947255336471163
8,23,2.603248761885605
50,19,2.518708146649323
54,46,2.4784380459254414
2,55,2.460424147849834
37,23,2.450063153139792
1,5,2.449371559599449
29,14,2.404444615374754
1,3,2.3589989415618704
0,36,2.287469098275785
32,29,2.093020683020683
41,6,2.071911748311365
65,63,2.054941033080818
8,61,2.026184860549304
25,63,1.907531853978544
70,43,1.8954067362851268
82,77,1.8103856039887996
36,6,1.7634333137775826
59,44,1.7504099727782527
23,33,1.736496400843305
53,14,1.7118925786688943
17,29,1.7050053867700927
1,16,1.6627677546857067
10,57,1.6110953794582823
39,22,1.600221882975214
67,40,1.584372762788702
81,37,1.5531537652711074
2,6,1.535422476682674
74,93,1.5156279080353845
31,37,1.4879852504539421
52,98,1.4401676248308455
9,4,1.4348136040205004
32,4,1.4330769230769231
61,23,1.4287837076834808
3,27,1.4218313755532854
28,6,1.4123190250434585
0,28,1.3951801047515333
24,10,1.3945035026176136
48,47,1.3535999126730118
60,76,1.3470756949896963
18,4,1.3420304232804234
51,80,1.3346119309675264
17,15,1.3165945945945945
25,6,1.2926825933075934
48,23,1.2780284716746042
77,46,1.2697311085970244
62,57,1.2652723934216272
9,91,1.2283333333333335
16,19,1.2268636363636365
83,66,1.1905797632010857
10,22,1.1867861317758845
34,46,1.1557831284419589
34,54,1.151385320255954
3,5,1.1377976190476191
24,55,1.1186722085385878
24,0,1.1180202206846506
9,13,1.0973934638577942
3,7,1.0866135868942606
26,18,1.0633333333333335
56,44,1.0447486103692776
31,23,1.0428336488316752
72,30,0.9832807815622209
33,43,0.9559437907007994
73,101,0.9520518833396662
83,68,0.933959311060588
8,31,0.9227394971207449
91,42,0.9142857142857144
35,70,0.8868519793292812
3,13,0.8799773755656107
71,114,0.8765359325127732
8,37,0.8624133828671328
7,27,0.8581168831168831
1,20,0.8560064935064935
14,19,0.8476190476190475
20,64,0.8389452332657199
84,33,0.8361799812030075
24,105,0.8327027458492976
25,65,0.8271029324519027
67,30,0.826837390448333
7,4,0.8121212121212121
26,69,0.8097285067873303
2,60,0.8031368707437786
85,79,0.7953548836775298
0,21,0.792532127833852
64,45,0.7921584263689527
72,78,0.7798911176542754
33,30,0.776020556441609
9,5,0.7752747252747253
0,25,0.770190727147249
28,21,0.7690106951871658
18,7,0.7685714285714286
5,69,0.7666666666666666
56,22,0.7666406281587442
17,53,0.7588149098698969
52,54,0.7483363198344659
49,87,0.7473566780886043
6,22,0.744888849199133
6,63,0.7430181623931623
48,61,0.7317809056956116
33,38,0.7306639377692008
9,3,0.7269957983193276
29,19,0.7228138528138526
57,63,0.7226772817460316
56,59,0.7179452715743038
46,93,0.71732150754062
24,2,0.7116557450939603
1,27,0.6969487383961068
34,77,0.6957652350285177
65,10,0.6943904320987654
72,38,0.688295521911286
0,57,0.6881081615890084
38,30,0.6820219774039566
7,17,0.6785714285714285
41,95,0.6761292613636365
92,93,0.6553614539529696
21,6,0.652518900305789
18,14,0.6463768115942028
28,36,0.6412555433276269
1,53,0.637142857142857
21,10,0.6363740503323836
55,10,0.6341682824548958
1,42,0.6285714285714286
2,56,0.6283223362658846
78,38,0.6260220501282553
7,29,0.6199999999999999
17,4,0.6157925407925408
26,5,0.612
50,5,0.6105263157894736
28,76,0.6101819923371647
1,7,0.6079545454545454
28,10,0.6009463587487781
16,69,0.6000000000000001
94,90,0.6
100,101,0.5989335396572238
52,46,0.5946863532090805
27,16,0.5931998109417462
13,50,0.5905050505050504
41,75,0.5904492035742036
93,101,0.5896708062987733
2,21,0.5856330940988835
62,44,0.5792351208480973
52,12,0.5782647953897954
26,11,0.5716666666666668
49,37,0.5707137102991058
7,14,0.5642857142857142
2,22,0.5542571095571095
0,39,0.5528126098815754
2,65,0.5514194577352473
8,35,0.5512388936057172
21,57,0.5409502923976607
12,34,0.5383743977975329
29,42,0.5272727272727272
41,0,0.5257886904761906
5,4,0.5192934782608694
31,61,0.5188406837251232
13,7,0.5187499999999998
24,6,0.5046277777777777
41,28,0.5031209680842034
49,97,0.501431623931624
15,90,0.4958333333333333
15,69,0.49393939393939384
4,14,0.49183673469387745
53,15,0.49166666666666664
18,11,0.48571428571428565
17,5,0.46826923076923077
1,15,0.46666666666666656
26,15,0.46631578947368435
53,29,0.46499999999999997
9,18,0.45
26,16,0.444
2,36,0.43973884422646947
31,81,0.43931563180203914
16,29,0.43913043478260866
59,57,0.43348684210526317
23,30,0.4323123486819139
5,42,0.43225806451612897
4,42,0.43
49,31,0.4267521008403362
53,4,0.42500000000000004
27,69,0.42352941176470593
7,5,0.4227272727272727
35,38,0.42136976529217907
40,23,0.4188280766852195
8,49,0.40913275906292756
5,14,0.4080808080808081
11,29,0.4074074074074074
48,8,0.4047494623655914
70,23,0.4025665522941294
14,42,0.3999999999999999
26,27,0.39999999999999986
52,74,0.3973268398268398
73,71,0.39547411616161615
15,42,0.3947368421052632
41,36,0.3925925925925927
35,84,0.3923099620979568
0,22,0.39132234011467815
12,71,0.39028855597807205
24,28,0.38970749665327975
89,93,0.38914094650205755
57,44,0.3885224727379899
35,51,0.38415215664711644
40,33,0.38284676993487066
82,46,0.376947619047619
12,68,0.37415236104891275
28,25,0.37128759398496247
8,70,0.36768708220415536
77,101,0.3670723720723721
96,108,0.36181189445475154
110,47,0.35982590051457974
25,22,0.3596641975308642
8,30,0.35859105998168495
61,35,0.3550710753866765
6,57,0.3550078369905957
12,77,0.3548813010052506
31,84,0.35477849462365596
8,81,0.3546398513385453
36,95,0.35231851851851853
45,15,0.3512145748987855
9,16,0.3476190476190475
80,30,0.34283488372093024
45,29,0.3423076923076923
76,22,0.3396904761904762
52,83,0.33956701157920677
8,40,0.33936502546689307
12,82,0.3384213959556426
37,43,0.3258372734436565
91,4,0.32500000000000007
106,76,0.32407407407407407
52,82,0.32355449782775364
0,62,0.321580919080919
8,72,0.32046794105933896
23,38,0.3166976744186046
0,63,0.31666666666666654
38,43,0.3143164627363738
22,58,0.31287170930663705
60,10,0.30895555555555554
18,5,0.3
8,51,0.299505444646098
56,39,0.29940104166666665
28,62,0.29791666666666666
61,30,0.29315018315018315
35,40,0.28613170163170165
41,22,0.2860111111111111
44,22,0.28573593073593073
27,4,0.2833333333333333
26,17,0.28103448275862064
7,16,0.28099999999999997
102,113,0.28015966386554625
2,41,0.27948275862068966
99,80,0.27786321764971794
28,102,0.27398148148148155
33,47,0.273
49,81,0.27212500000000006
34,71,0.26888888888888896
62,22,0.26666666666666666
40,87,0.26394642857142864
11,32,0.256
86,77,0.2522108843537415
26,3,0.2521739130434783
10,63,0.2498550724637681
55,6,0.24756944444444443
56,63,0.24406249999999993
34,74,0.24379223988051485
6,75,0.24187499999999998
85,89,0.23989621489621485
49,84,0.23924999999999996
80,33,0.23883333333333334
86,68,0.23814009661835744
37,30,0.23763636363636365
75,113,0.23759722222222224
86,74,0.23724867724867724
18,27,0.23500000000000001
39,62,0.23297619047619042
24,63,0.22974358974358972
51,23,0.22940350877192983
25,57,0.22755208333333338
103,88,0.2226190476190476
25,36,0.22055555555555556
46,79,0.2203916466808452
52,85,0.2177822177822178
79,66,0.21769475077125944
102,107,0.21721544715447155
102,10,0.21718750000000003
8,38,0.21531250000000002
72,40,0.2132272727272727
0,56,0.21222222222222217
48,37,0.2073809523809524
9,27,0.20434782608695648
31,35,0.2041853885135135
30,43,0.20396680891417734
25,10,0.20286458333333332
48,67,0.20262222222222226
68,46,0.20210348162475825
48,81,0.2001290322580645
97,30,0.1995731707317073
97,87,0.1984019607843137
74,73,0.19824464153732443
10,44,0.195979797979798
1,91,0.19444444444444445
0,102,0.19412698412698415
28,56,0.19262500000000002
46,66,0.19229711703548905
74,77,0.1921299372462163
37,33,0.1918534482758621
34,101,0.1916594516594516
65,106,0.1908888888888889
27,5,0.18863636363636366
30,47,0.18834188034188032
85,101,0.18739837398373985
34,68,0.18512352344038394
82,92,0.18339330953826755
60,106,0.18015873015873018
31,67,0.1793186813186813
20,42,0.17857142857142858
85,93,0.1781881313131313
52,100,0.17761904761904762
18,32,0.17727272727272728
83,92,0.17709137709137712
12,86,0.17700429894179892
52,34,0.17634297520661157
36,10,0.17543312543312542
16,14,0.175
100,112,0.1746353091353091
70,99,0.17404901960784314
66,98,0.17377594627594628
59,58,0.1725972222222222
54,74,0.16893939393939392
112,114,0.16279977616388697
28,58,0.16268115942028985
48,110,0.16255912743972445
54,77,0.16025549613784906
72,67,0.15881481481481483
25,44,0.1580555555555556
8,67,0.15785714285714286
104,109,0.1563419913419913
10,58,0.15424999999999997
21,63,0.15310861423220976
107,113,0.15256410256410258
73,46,0.15179894179894182
77,66,0.1502754820936639
12,100,0.15007421150278294
76,57,0.14962962962962964
77,108,0.14958677685950414
24,36,0.1493915343915344
23,43,0.14896078431372542
79,109,0.1486796536796537
55,102,0.147125
55,25,0.14514666666666667
41,59,0.1388888888888889
45,90,0.13749999999999998
52,115,0.13285714285714287
80,23,0.1318918918918919
22,63,0.130125
67,37,0.13
54,73,0.1278695363776009
89,79,0.12723665223665223
61,40,0.126
48,31,0.125741935483871
25,60,0.12561403508771932
12,73,0.12555813234384663
74,71,0.12482269503546098
67,84,0.12476190476190478
52,89,0.1237770562770563
37,87,0.12275862068965518
34,83,0.12254182418888301
81,97,0.12227272727272727
1,26,0.11904761904761904
73,83,0.11816334072431636
85,46,0.11695906432748542
2,25,0.11666666666666665
61,37,0.11581632653061222
25,21,0.11574074074074076
2,59,0.11282051282051284
0,60,0.11264880952380951
49,30,0.11147321428571426
24,59,0.11143333333333333
43,47,0.10812790697674415
72,33,0.1060227272727273
93,79,0.10410884486971445
74,98,0.10392561983471073
34,92,0.10349431270483905
81,23,0.10302325581395348
30,87,0.10210526315789474
73,92,0.10102574985851726
71,46,0.09925745550745553
49,67,0.09910526315789477
89,92,0.09612967229902715
36,105,0.09444444444444446
74,104,0.09173076923076925
7,20,0.09166666666666667
73,66,0.09160314630902866
76,10,0.0888888888888889
99,38,0.08870967741935486
84,38,0.08818181818181815
96,71,0.08807720057720062
68,77,0.08689839572192515
74,46,0.08636037657121995
54,68,0.08634158986175118
59,62,0.08358974358974361
70,33,0.08355769230769232
41,56,0.07609195402298848
81,84,0.0759
24,65,0.07527777777777779
77,79,0.07398610742998499
74,85,0.07360038610038612
85,66,0.07283272283272282
57,75,0.07192982456140351
36,75,0.07160493827160497
55,39,0.07092592592592593
57,22,0.07025362318840578
28,95,0.06984126984126986
36,62,0.06715949820788532
36,106,0.06309523809523812
74,96,0.059035409035409034
52,104,0.058194444444444424
81,99,0.05775000000000001
34,73,0.05617571822117274
51,30,0.053490566037735846
81,110,0.053076923076923084
34,82,0.052403167706476544
97,51,0.051471590909090884
12,93,0.0493008314436886
61,72,0.04897959183673469
56,57,0.04801282051282052
96,112,0.045
61,78,0.04452702702702702
74,82,0.044380024737167595
40,37,0.0438888888888889
23,47,0.04078947368421052
78,84,0.03938775510204083
45,19,0.036363636363636355
35,30,0.03129032258064516
66,101,0.03029984721161191
114,93,0.027573145245559042
55,21,0.025925925925925932
21,106,0.020625000000000025
12,66,0.019420539300057372
3,20,0.018367346938775522
83,96,0.01464285714285714
52,111,0.007503874330797398
25,62,0.005705128205128211
40,51,0.0023529411764705937
105,58,-0.010416666666666664
95,60,-0.02562499999999997
18,53,-0.030769230769230764
31,72,-0.03169892473118279
53,19,-0.031818181818181836
102,44,-0.033194444444444436
71,112,-0.036481481481481476
86,108,-0.037154377880184324
1,11,-0.04285714285714285
82,115,-0.05892857142857144
34,85,-0.06621640937678673
3,18,-0.09999999999999999
16,15,-0.13749999999999998
5,16,-0.1714285714285714
50,42,-0.29473684210526313
27,64,-0.2969696969696971
53,32,-0.3375420875420875
7,32,-0.4199095022624434
3,32,-0.4866666666666667
3,11,-0.5
50,64,-0.5774193548387097
11,15,3.329443214390023
1,4,2.466660060511079
2,55,1.5368974428818556
52,46,1.4148904305437546
0,10,1.2707439021405258
17,14,1.2525520550776301
17,19,1.13075
9,4,1.1223604826546003
24,10,1.026207206917161
8,23,0.9697406587938264
25,63,0.9637900793650794
67,30,0.8178538125804136
28,57,0.8046059332824039
39,22,0.7907322779769016
56,44,0.7762172809829059
2,6,0.7207062460833077
7,53,0.6785714285714285
17,15,0.6461538461538462
9,11,0.6446428571428571
0,6,0.602394006320477
24,58,0.577475473122025
9,17,0.5675675675675674
2,22,0.5228985507246376
48,23,0.5212113671274962
2,39,0.5191008771929825
26,19,0.46631578947368435
18,19,0.45428571428571424
12,46,0.4387543625625021
17,4,0.4375
2,36,0.4371248812915479
6,22,0.43224681861348535
16,15,0.4312500000000001
1,15,0.39999999999999997
20,45,0.39411764705882346
35,43,0.3936204481792717
32,42,0.38
8,61,0.3620608138214163
1,32,0.35714285714285715
21,22,0.3359511031604055
72,30,0.32862163892445584
52,98,0.3210064935064936
1,13,0.31
31,23,0.3030498405103668
4,19,0.3
41,39,0.2995238095238096
83,66,0.2899563492063492
37,30,0.2801947692997796
8,30,0.27835007660772704
13,4,0.2727272727272727
72,43,0.26989898989898986
49,87,0.2697395186335403
8,40,0.2697008928571429
1,53,0.2695652173913044
2,10,0.26804985337243403
4,15,0.2653846153846154
3,20,0.2639534883720931
2,44,0.26103174603174606
36,10,0.2607183908045977
28,65,0.25505952380952385
26,69,0.2521739130434783
12,54,0.24018586102702646
49,37,0.23552500000000004
0,44,0.2172395833333333
102,113,0.21721544715447155
9,16,0.20434782608695648
41,75,0.20161111111111113
61,23,0.2013137254901961
2,25,0.193974358974359
6,58,0.19378205128205128
34,92,0.189808836996337
49,61,0.17632352941176477
52,77,0.16506090808416388
5,42,0.16363636363636364
51,33,0.16273684210526318
8,33,0.16052631578947368
34,46,0.15642366202346042
8,37,0.14966666666666667
2,21,0.1492708333333333
12,77,0.13787037037037034
12,74,0.13782696177062373
67,23,0.13
31,37,0.12976744186046513
31,35,0.12883333333333333
12,73,0.12800000000000003
65,63,0.12784722222222222
61,38,0.12231428571428574
81,37,0.12227272727272727
51,30,0.12153846153846154
48,37,0.1213888888888889
24,55,0.12131782945736437
24,39,0.1212962962962963
77,93,0.1168041838889297
8,110,0.11504878048780487
46,79,0.11409812409812407
61,70,0.11351449275362319
2,62,0.11282051282051284
99,38,0.11254545454545452
23,43,0.1120689655172414
0,62,0.1115579710144928
49,23,0.10999999999999997
6,75,0.10265151515151515
29,19,0.09999999999999998
12,68,0.09862012987012986
38,43,0.09482758620689656
8,72,0.0912
35,30,0.09035897435897437
76,57,0.0888888888888889
48,47,0.08823076923076924
84,30,0.08818181818181815
33,30,0.08421052631578947
70,43,0.08355769230769232
23,38,0.08289473684210527
51,43,0.07673684210526317
41,62,0.07609195402298848
77,66,0.07398610742998499
12,66,0.07376916868442292
77,101,0.07367153679653679
37,43,0.07064705882352938
8,84,0.06625000000000002
12,83,0.062064554988662146
8,67,0.05865671641791045
61,110,0.04897959183673469
96,115,0.045
74,77,0.044380024737167595
45,42,0.036363636363636355
79,101,0.03412698412698413
24,6,0.02809523809523809
0,39,0.02642857142857143
57,58,0.024712643678160916
57,22,0.0029487179487179454
48,81,-0.014880952380952389
5,15,3.3220358069826155
13,4,1.7150234381201872
0,55,1.65821527233922
40,30,1.365643794810973
15,19,1.1083157894736844
16,4,1.031048387096774
6,10,0.9477430836979638
10,22,0.9226704529501631
14,19,0.88875
0,39,0.8186246867167921
21,22,0.7907322779769016
21,57,0.7690106951871658
53,14,0.7384940542549236
54,46,0.7082058386282176
17,53,0.6785714285714285
29,15,0.6727920227920228
14,15,0.6461538461538462
3,11,0.6446428571428571
37,23,0.579826406926407
1,17,0.5675675675675674
91,4,0.5583333333333333
61,23,0.557200297647036
105,58,0.5477027458492977
0,10,0.49536657650437455
59,44,0.47681623931623934
55,10,0.46225925925925926
7,19,0.45428571428571424
0,6,0.44655682079595116
5,4,0.4375
6,63,0.43179563492063494
4,15,0.4312500000000001
31,61,0.42396573858201825
28,6,0.41289255189255203
64,45,0.39411764705882346
70,43,0.3936204481792717
2,10,0.38149654439128133
29,42,0.38
29,14,0.3764705882352941
81,37,0.36529244186046517
53,32,0.35714285714285715
12,46,0.3453208874458874
83,46,0.33956701157920677
77,46,0.3100827980263464
3,13,0.31
25,10,0.3040579710144928
39,44,0.29940104166666665
55,36,0.29419753086419753
68,66,0.2899563492063492
38,30,0.2877867106947907
1,4,0.2846153846153846
23,30,0.2801947692997796
41,6,0.27948275862068966
50,4,0.2727272727272727
3,53,0.2695652173913044
7,20,0.2639534883720931
0,22,0.2597826086956521
22,63,0.25880000000000003
25,65,0.25505952380952385
3,69,0.2521739130434783
34,54,0.24018586102702646
28,10,0.23479591836734695
85,46,0.2177822177822178
57,44,0.2172395833333333
107,113,0.21721544715447155
82,77,0.20944093282133147
27,16,0.20434782608695648
22,75,0.20161111111111113
33,43,0.19562665782493371
0,25,0.193974358974359
63,58,0.19378205128205128
54,92,0.189808836996337
8,23,0.18451612903225809
10,44,0.16728174603174603
21,6,0.16652106227106228
14,42,0.16363636363636364
23,33,0.16273684210526318
72,23,0.16225806451612904
61,33,0.16052631578947368
37,87,0.15826630434782604
44,63,0.1580555555555556
67,40,0.15785714285714286
35,23,0.15568344380005525
78,43,0.15545454545454543
70,23,0.15280000000000002
31,37,0.14966666666666667
0,21,0.1492708333333333
0,36,0.1429273504273504
86,77,0.13787037037037034
54,74,0.13782696177062373
115,98,0.13285714285714287
61,35,0.12883333333333333
54,73,0.12800000000000003
10,63,0.12784722222222222
40,23,0.126
89,98,0.1237770562770563
35,38,0.12231428571428574
97,37,0.12227272727272727
80,30,0.12153846153846154
61,37,0.1213888888888889
36,39,0.1212962962962963
46,93,0.1168041838889297
65,63,0.1151388888888889
31,110,0.11504878048780487
38,43,0.11444444444444442
49,61,0.11441860465116278
93,79,0.11409812409812407
35,70,0.11351449275362319
59,62,0.11282051282051284
80,38,0.11254545454545452
61,40,0.11184375000000002
55,62,0.1115579710144928
30,87,0.11147321428571426
31,23,0.10999999999999997
6,22,0.10864341085271319
67,23,0.10750000000000001
4,14,0.1068181818181818
57,75,0.10265151515151515
49,23,0.09953125000000004
100,68,0.09862012987012986
30,43,0.09482758620689656
56,44,0.09375
61,72,0.0912
34,46,0.0891097016678412
10,57,0.0888888888888889
110,47,0.08823076923076924
33,38,0.08289473684210527
80,43,0.07673684210526317
56,62,0.07609195402298848
79,66,0.07398610742998499
54,66,0.07376916868442292
46,101,0.07367153679653679
23,43,0.07064705882352938
61,84,0.06625000000000002
74,98,0.06437229437229437
54,83,0.062064554988662146
81,67,0.05865671641791045
72,110,0.04897959183673469
36,6,0.045742296918767494
112,115,0.045
19,42,0.036363636363636355
6,57,0.03559523809523812
70,30,0.03414634146341463
66,101,0.03412698412698413
5,14,0.030769230769230764
2,58,0.029772727272727288
28,39,0.02642857142857143
44,58,0.024712643678160916
44,22,0.0029487179487179454
31,40,0
8,81,-0.014880952380952389
